K2-138 e,Confirmed,0.0409,0.302400,,0.0782,2018,Published in a refereed paper,Primary Transit,,,K2-138,183,0.93,0.86,Отсутствует значение углового расстояния
K2-138 f,Confirmed,0.005,0.259080,,0.10447,2018,Published in a refereed paper,Primary Transit,,,K2-138,183,0.93,0.86,Отсутствует значение углового расстояния
K2-138 g,Confirmed,0.0135,0.268800,,0.231,2018,Published in a refereed paper,Primary Transit,,,K2-138,183,0.93,0.86,Отсутствует значение углового расстояния
KELT-10 b,Confirmed,0.679,1.399000,,0.0525,2015,Published in a refereed paper,Primary Transit,,,KELT-10,183,1.112,1.209,Отсутствует значение углового расстояния
K2-43 b,Confirmed,,0.402400,,0.0201,2019,Published in a refereed paper,Primary Transit,,,K2-43,183.48,0.571,0.542,Отсутствует значение углового расстояния
K2-43 c,Confirmed,,0.215900,,0.0148,2019,Published in a refereed paper,Primary Transit,,,K2-43,183.48,0.571,0.542,Отсутствует значение углового расстояния
Kepler-1152 b,Confirmed,,0.078000,,,2016,Announced on a website,Primary Transit,,,Kepler-1152,184,0.55,0.53,Отсутствуют оба значения
HD 76920 b,Confirmed,,,,1.149,2017,Published in a refereed paper,Radial Velocity,,,HD 76920,184.8,1.17,7.47,Отсутствует значение углового расстояния
HD 13189 b,Confirmed,,,0.01,1.85,2005,Published in a refereed paper,Radial Velocity,,,HD 13189,185,4.5,50.39,603.39
HD 152581 b,Confirmed,,,0.007957,1.48,2011,Published in a refereed paper,Radial Velocity,,,HD 152581,186,0.927,4.8,606.65
MARVELS-17 b,Confirmed,,,,0.45,2017,Published in a refereed paper,Radial Velocity,,,TYC 3547-1007-1,186.4,1.12,0.91,Отсутствует значение углового расстояния
AD 3116 b,Confirmed,54.2,1.020000,,,2017,Published in a refereed paper,Primary Transit,,,AD 3116,186.54,0.276,0.29,Отсутствуют оба значения
K2-264 b,Confirmed,,0.202500,,0.05023,2018,Published in a refereed paper,Primary Transit,EPIC 211964830 b,,EPIC 211964830,186.6,0.471,0.473,Отсутствует значение углового расстояния
K2-264 c,Confirmed,,0.247100,,0.11283,2018,Published in a refereed paper,Primary Transit,EPIC 211964830 c,,EPIC 211964830,186.6,0.471,0.473,Отсутствует значение углового расстояния
Kepler-1313 b,Confirmed,,0.157000,,,2016,Announced on a website,Primary Transit,,,Kepler-1313,187,0.92,0.85,Отсутствуют оба значения
Qatar-1 b,Confirmed,1.294,1.143000,,0.02332,2010,Submitted to a professional journal,Primary Transit,,,Qatar-1,187,0.838,0.803,Отсутствует значение углового расстояния
HD 202696 b,Confirmed,,,,1.587,2018,Published in a refereed paper,Radial Velocity,,,HD 202696,188.5,1.91,6.01,Отсутствует значение углового расстояния
HD 202696 c,Confirmed,,,,2.36,2018,Published in a refereed paper,Radial Velocity,,,HD 202696,188.5,1.91,6.01,Отсутствует значение углового расстояния
MASCARA-1 b,Confirmed,3.7,1.500000,,0.043,2017,Published in a refereed paper,Primary Transit,HD 201585 b,,MASCARA-1,188.7,1.72,2.1,Отсутствует значение углового расстояния
HAT-P-15 b,Confirmed,1.946,1.072000,0.000507,0.0964,2010,Published in a refereed paper,Primary Transit,,,HAT-P-15,190,1.013,1.08,620.15
Kepler-22 b,Confirmed,0.11,0.210000,0.004468,0.849,2011,Published in a refereed paper,Primary Transit,,,Kepler-22,190,0.97,0.979,619.75
HAT-P-30 b,Confirmed,0.711,1.340000,0.000217,0.0419,2011,Published in a refereed paper,Primary Transit,WASP-51 b,,HAT-P-30,193,1.18,1.33,629.77
HD 206610 b,Confirmed,,,0.00866,1.68,2010,Submitted to a professional journal,Radial Velocity,,,HD 206610,194,1.56,6.1,632.73
Kepler-737 b,Confirmed,,0.175000,,,2016,Announced on a website,Primary Transit,,,Kepler-737,195,0.51,0.48,Отсутствуют оба значения
WASP-134 b,Confirmed,1.412,0.988000,,0.0956,2018,Published in a refereed paper,Primary Transit,,,WASP-134,195,1.131,1.16,Отсутствует значение углового расстояния
WASP-134 c,Confirmed,,,,,2018,Published in a refereed paper,Radial Velocity,,,WASP-134,195,1.131,1.16,Отсутствуют оба значения
WASP-76 b,Confirmed,0.92,1.830000,,0.033,2013,Published in a refereed paper,Primary Transit,,"Fe, Na",WASP-76,195.3,1.46,1.73,Отсутствует значение углового расстояния
Cha Ha 8 b,Confirmed,,,0.006375,1.02,2007,Published in a refereed paper,Radial Velocity,,,Cha Ha 8,196.76,0.085,,521.85
HD 2685 b,Confirmed,1.18,1.440000,,0.0568,2018,Published in a refereed paper,Primary Transit,,,HD 2685,197.98,1.44,1.57,Отсутствует значение углового расстояния
Kepler-1019 b,Confirmed,,0.130000,,,2016,Announced on a website,Primary Transit,,,Kepler-1019,198,0.7,0.67,Отсутствуют оба значения
Kepler-1076 b,Confirmed,,0.071000,,,2016,Announced on a website,Primary Transit,,,Kepler-1076,199,0.79,0.74,Отсутствуют оба значения
Kepler-1624 b,Confirmed,,0.509000,,,2016,Announced on a website,Primary Transit,,,Kepler-1624,199,0.5,0.47,Отсутствуют оба значения
BD+20 2457 b,Confirmed,,,0.00725,1.45,2009,Published in a refereed paper,Radial Velocity,,,BD+20 2457,200,2.8,,652.31
BD+20 2457 c,Confirmed,,,0.01005,2.01,2009,Published in a refereed paper,Radial Velocity,,,BD+20 2457,200,2.8,,652.31
HAT-P-6 b,Confirmed,1.057,1.330000,0.000262,0.05235,2007,Published in a refereed paper,Primary Transit,,,HAT-P-6,200,1.29,1.46,651.69
Kepler-63 b,Confirmed,,0.545000,,0.08,2013,Published in a refereed paper,Primary Transit,,,Kepler-63,200,0.984,0.901,Отсутствует значение углового расстояния
WASP-47 b,Confirmed,1.13,1.170000,0.00026,0.052,2011,Published in a refereed paper,Primary Transit,,,WASP-47,200,1.11,1.16,652.31
WASP-47 c,Confirmed,1.31,,,1.41,2015,Published in a refereed paper,Radial Velocity,,,WASP-47,200,1.11,1.16,Отсутствует значение углового расстояния
WASP-47 d,Confirmed,0.0428,0.331000,,0.088,2015,Published in a refereed paper,"Primary Transit, TTV",,,WASP-47,200,1.11,1.16,Отсутствует значение углового расстояния
WASP-47 e,Confirmed,0.029,0.167000,,0.0173,2015,Published in a refereed paper,"Primary Transit, TTV",,,WASP-47,200,1.11,1.16,Отсутствует значение углового расстояния
WASP-71 b,Confirmed,2.258,1.500000,,0.04631,2012,Published in a refereed paper,Primary Transit,,,WASP-71,200,1.572,2.32,Отсутствует значение углового расстояния
WASP-82 b,Confirmed,1.24,1.670000,,0.0447,2013,Published in a refereed paper,Primary Transit,,,WASP-82,200,1.63,2.18,Отсутствует значение углового расстояния
XO-1 b,Confirmed,0.9,1.184000,0.000244,0.0488,2006,Published in a refereed paper,Primary Transit,,"C, O I",XO-1,200,1,0.928,652.31
TOI-564 b,Confirmed,1.463,1.020000,,0.02734,2019,Published in a refereed paper,Primary Transit,,,TOI-564,200.7,1.1,1.04,Отсутствует значение углового расстояния
KELT-15 b,Confirmed,0.92,1.443000,,0.04613,2015,Published in a refereed paper,Primary Transit,,,KELT-15,201,1.181,1.481,Отсутствует значение углового расстояния
HAT-P-27 b,Confirmed,0.66,1.055000,0.000198,0.0403,2011,Published in a refereed paper,Primary Transit,WASP-40 b,,HAT-P-27,204,0.945,0.898,663.84
HAT-P-14 b,Confirmed,2.2,1.200000,0.00029,0.0594,2010,Published in a refereed paper,Primary Transit,WASP-27 b,,HAT-P-14,205,1.386,1.468,668.06
K2-180 b,Confirmed,0.036,0.200000,,0.075,2018,Published in a refereed paper,Primary Transit,,,K2-180,205,0.71,0.69,Отсутствует значение углового расстояния
HATS-22 b,Confirmed,2.74,0.953000,,0.05025,2016,Published in a refereed paper,Primary Transit,,,HATS-22,207.9,0.759,0.689,Отсутствует значение углового расстояния
Kepler-99 b,Confirmed,0.01935,0.134800,,,2014,Published in a refereed paper,Primary Transit,,,Kepler-99,209.62,0.79,0.73,Отсутствуют оба значения
EPIC 210894022 b,Confirmed,0.027,0.170000,,0.0621,2017,Published in a refereed paper,Radial Velocity,K2-111 b,,EPIC 210894022,210,0.89,1.23,Отсутствует значение углового расстояния
KELT-17 b,Confirmed,1.31,1.525000,,0.04881,2015,Published in a refereed paper,Primary Transit,,,KELT-17,210,1.635,1.645,Отсутствует значение углового расстояния
WASP-111 b,Confirmed,1.85,1.442000,,0.03914,2014,Published in a refereed paper,Primary Transit,,,WASP-111,210,1.5,1.85,Отсутствует значение углового расстояния
WASP-20 A b,Confirmed,0.313,1.459000,,0.06003,2011,Announced on a professional conference,Primary Transit,WASP-20 b,,WASP-20 A,210,1.202,1.392,Отсутствует значение углового расстояния
MARVELS-10 b,Confirmed,,,,0.71,2017,Published in a refereed paper,Radial Velocity,,,TYC 4955-369-1,210.24,1.03,0.9,Отсутствует значение углового расстояния
KELT-4 A b,Confirmed,0.884,1.706000,,0.04321,2013,Published in a refereed paper,Radial Velocity,BD+26 2091A b,,KELT-4 A,211,1.204,1.61,Отсутствует значение углового расстояния
Qatar-9 b,Confirmed,1.19,1.009000,,0.0234,2019,Published in a refereed paper,Primary Transit,,,Qatar-9,211.4,0.719,0.696,Отсутствует значение углового расстояния
Kepler-543 b,Confirmed,,0.223000,,,2016,Announced on a website,Primary Transit,,,Kepler-543,212,0.7,0.67,Отсутствуют оба значения
MARVELS-13 b,Confirmed,,,,0.54,2017,Published in a refereed paper,Radial Velocity,,,GSC 03467-00030,212.63,0.96,1.03,Отсутствует значение углового расстояния
HD 97619 b,Confirmed,,,,1.6,2018,Published in a refereed paper,Radial Velocity,,,HD 97619,213,1.3,16.7,Отсутствует значение углового расстояния
HAT-P-13 b,Confirmed,0.85,1.280000,0.000199,0.0426,2009,Published in a refereed paper,Primary Transit,,,HAT-P-13,214,1.22,1.56,698.2
HAT-P-13 c,Confirmed,,,0.005542,1.186,2009,Published in a refereed paper,Radial Velocity,,,HAT-P-13,214,1.22,1.56,697.98
HD 44385 b,Confirmed,,,,1.4,2018,Published in a refereed paper,Radial Velocity,,,HD 44385,214,1.8,18.2,Отсутствует значение углового расстояния
K2-261 b,Confirmed,0.223,0.850000,,0.102,2018,Published in a refereed paper,Primary Transit,EPIC 201498078 b,,K2-261,214.6,1.1,1.65,Отсутствует значение углового расстояния
HAT-P-19 b,Confirmed,0.292,1.132000,0.000217,0.0466,2010,Published in a refereed paper,Primary Transit,,,HAT-P-19,215,0.842,0.82,700.41
Kepler-1439 b,Confirmed,,0.130000,,,2016,Announced on a website,Primary Transit,,,Kepler-1439,215,0.46,0.43,Отсутствуют оба значения
K2-4 b,Confirmed,,0.211000,,0.0777,2015,Published in a refereed paper,Primary Transit,EPIC-201208431 b,,K2-4,218,0.63,0.6,Отсутствует значение углового расстояния
Kepler-942 b,Confirmed,,0.190000,,,2016,Announced on a website,Primary Transit,,,Kepler-942,218,0.81,0.75,Отсутствуют оба значения
K2-14 b,Confirmed,,0.429000,,0.0627,2015,Published in a refereed paper,Primary Transit,EPIC 201635569 b,,K2-14,219,0.47,0.45,Отсутствует значение углового расстояния
K2-105 b,Confirmed,0.094,0.320000,,,2017,Published in a refereed paper,Primary Transit,,,K2-105,220,1.01,0.95,Отсутствуют оба значения
TrES-2 A b,Confirmed,1.253,1.189000,0.000162,0.03555,2006,Submitted to a professional journal,Primary Transit,"Kepler-1 b, TrES-2 A b, TrES-2",,TrES-2 A,220,0.98,1,715.73
WASP-108 b,Confirmed,1.167,1.215000,,0.0397,2014,Published in a refereed paper,Primary Transit,,,WASP-108,220,1.167,1.215,Отсутствует значение углового расстояния
HD 5583 b,Confirmed,,,,0.53,2016,Published in a refereed paper,Radial Velocity,,,HD 5583,221,1.01,9.09,Отсутствует значение углового расстояния
Kepler-505 b,Confirmed,,0.232000,,,2016,Announced on a website,Primary Transit,,,Kepler-505,222,0.55,0.53,Отсутствуют оба значения
WASP-3 b,Confirmed,2.06,1.454000,0.00014,0.0313,2007,Announced on a professional conference,Primary Transit,,,WASP-3,223,1.24,1.31,729.19
Kepler-1605 b,Confirmed,,0.096000,,,2016,Announced on a website,Primary Transit,,,Kepler-1605,224,0.86,0.82,Отсутствуют оба значения
Kepler-779 b,Confirmed,,0.082000,,,2016,Announced on a website,Primary Transit,,,Kepler-779,224,0.46,0.44,Отсутствуют оба значения
Kepler-954 b,Confirmed,,0.207000,,,2016,Announced on a website,Primary Transit,,,Kepler-954,224,0.82,0.76,Отсутствуют оба значения
NGTS-1 b,Confirmed,0.812,1.330000,,0.0326,2017,Published in a refereed paper,Primary Transit,,,NGTS-1,224,0.617,0.573,Отсутствует значение углового расстояния
K2-22 A b,Confirmed,1.4,0.250000,,0.0088,2015,Published in a refereed paper,Primary Transit,K2-22 b,Na,K2-22 A,225,0.6,0.57,Отсутствует значение углового расстояния
WASP-67 b,Confirmed,0.42,1.400000,0.00023,0.0517,2011,Published in a refereed paper,Primary Transit,,,WASP-67,225,0.87,0.87,733.14
TOI-849 b,Confirmed,0.12831,0.307520,,0.01598,2020,Published in a refereed paper,Primary Transit,,,TOI-849,225.2,0.929,0.919,Отсутствует значение углового расстояния
HD 28678 b,Confirmed,,,0.005463,1.24,2011,Published in a refereed paper,Radial Velocity,,,HD 28678,227,1.74,6.2,740.31
Kepler-1089 b,Confirmed,,0.163000,,,2016,Announced on a website,Primary Transit,,,Kepler-1089,227,0.52,0.49,Отсутствуют оба значения
Kepler-1521 b,Confirmed,,0.223000,,,2016,Announced on a website,Primary Transit,,,Kepler-1521,227,0.81,0.76,Отсутствуют оба значения
HAT-P-8 b,Confirmed,1.34,1.500000,0.000195,0.0449,2008,Published in a refereed paper,Primary Transit,,,HAT-P-8,230,1.28,1.58,751
WASP-139 b,Confirmed,0.117,0.800000,,0.062,2016,Published in a refereed paper,Primary Transit,,,WASP-139,230,,,Отсутствует значение углового расстояния
WASP-21 b,Confirmed,0.3,1.210000,0.000226,0.052,2010,Published in a refereed paper,Primary Transit,,,WASP-21,230,1.01,1.06,750.45
WASP-39 b,Confirmed,0.28,1.270000,0.000211,0.0486,2011,Published in a refereed paper,Primary Transit,,H2O,WASP-39,230,0.93,0.895,751.24
WASP-50 b,Confirmed,1.437,1.138000,0.000128,0.02913,2011,Published in a refereed paper,Primary Transit,,,WASP-50,230,0.861,0.855,742.26
Kepler-1655 b,Confirmed,0.0157,0.197430,,0.103,2017,Published in a refereed paper,Primary Transit,,,Kepler-1655,230.41,1.03,1.03,Отсутствует значение углового расстояния
Kepler-506 b,Confirmed,,0.244000,,,2016,Announced on a website,Primary Transit,,,Kepler-506,231,1.19,1.19,Отсутствуют оба значения
HD 11755 b,Confirmed,,,,1.08,2015,Published in a refereed paper,Radial Velocity,,,HD 11755,231.5,0.9,27.3,Отсутствует значение углового расстояния
EPIC 220501947 b,Confirmed,0.336,0.947000,,0.0467,2018,Published in a refereed paper,Primary Transit,,,EPIC 220501947,234,,0.71,Отсутствует значение углового расстояния
Kepler-1130 b,Confirmed,,0.071000,,,2016,Announced on a website,Primary Transit,,,Kepler-1130,234,0.9,0.81,Отсутствуют оба значения
Kepler-519 b,Confirmed,,0.187000,,,2016,Announced on a website,Primary Transit,,,Kepler-519,234,0.89,0.8,Отсутствуют оба значения
WASP-126 b,Confirmed,0.2841,0.960000,,0.0449,2016,Published in a refereed paper,Primary Transit,,,WASP-126,234,1.12,1.27,Отсутствует значение углового расстояния
WASP-126 c,Confirmed,0.202,,,,2019,Published in a refereed paper,TTV,,,WASP-126,234,1.12,1.27,Отсутствуют оба значения
XO-7 b,Confirmed,0.709,1.373000,,0.04421,2019,Published in a refereed paper,Primary Transit,TOI-1612.01,,XO-7,234.1,1.405,1.48,Отсутствует значение углового расстояния
HAT-P-16 b,Confirmed,4.193,1.289000,0.000176,0.0413,2010,Published in a refereed paper,Primary Transit,,,HAT-P-16,235,1.218,1.237,765.35
WASP-53 b,Confirmed,2.132,1.074000,,0.04101,2011,Published in a refereed paper,Radial Velocity,,,WASP-53,235,0.839,0.798,Отсутствует значение углового расстояния
WASP-53 c,Confirmed,,,,3.73,2016,Published in a refereed paper,Radial Velocity,,,WASP-53,235,0.839,0.798,Отсутствует значение углового расстояния
KELT-8 b,Confirmed,0.874,1.860000,,0.04571,2015,Published in a refereed paper,Primary Transit,,,KELT-8,236,1.211,1.67,Отсутствует значение углового расстояния
Kepler-1229 b,Confirmed,,0.125000,,,2016,Announced on a website,Primary Transit,,,Kepler-1229,236,0.54,0.51,Отсутствуют оба значения
Kepler-691 b,Confirmed,,0.186000,,,2016,Announced on a website,Primary Transit,,,Kepler-691,239,0.53,0.5,Отсутствуют оба значения
KOI-4427.01,Confirmed,,0.164000,,0.419,2015,Published in a refereed paper,Primary Transit,,,KOI-4427,240,0.526,0.505,Отсутствует значение углового расстояния
WASP-79 b,Confirmed,0.9,1.700000,0.000151,0.0539,2012,Submitted to a professional journal,Primary Transit,,,WASP-79,240,1.56,1.64,1164.23
WASP-87 A b,Confirmed,2.21,1.385000,,0.02946,2014,Published in a refereed paper,Primary Transit,,,WASP-87 A,240,1.204,1.627,Отсутствует значение углового расстояния
Kepler-1351 b,Confirmed,,0.058000,,,2016,Announced on a website,Primary Transit,,,Kepler-1351,241,0.7,0.67,Отсутствуют оба значения
Kepler-901 b,Confirmed,,0.122000,,,2016,Announced on a website,Primary Transit,,,Kepler-901,241,0.59,0.57,Отсутствуют оба значения
Kepler-676 b,Confirmed,,0.271000,,,2016,Announced on a website,Primary Transit,,,Kepler-676,243,0.51,0.49,Отсутствуют оба значения
Kepler-1074 b,Confirmed,,0.112000,,,2016,Announced on a website,Primary Transit,,,Kepler-1074,245,0.6,0.57,Отсутствуют оба значения
WASP-70 A b,Confirmed,0.59,1.164000,,0.04853,2011,Announced on a professional conference,Primary Transit,,,WASP-70 A,245,1.106,1.215,Отсутствует значение углового расстояния
K2-168 b,Confirmed,,0.165900,,0.0979,2019,Published in a refereed paper,Primary Transit,,,K2-168,245.55,0.877,0.83,Отсутствует значение углового расстояния
K2-168 c,Confirmed,,0.116870,,0.06231,2019,Published in a refereed paper,Primary Transit,,,K2-168,245.55,0.877,0.83,Отсутствует значение углового расстояния
WASP-129 b,Confirmed,1,0.930000,,0.0628,2016,Published in a refereed paper,Primary Transit,,,WASP-129,246,1,0.9,Отсутствует значение углового расстояния
Kepler-988 b,Confirmed,,0.185000,,,2016,Announced on a website,Primary Transit,,,Kepler-988,248,0.55,0.53,Отсутствуют оба значения
HAT-P-38 b,Confirmed,0.267,0.825000,0.00021,0.0523,2012,Published in a refereed paper,Primary Transit,,,HAT-P-38,249,0.886,0.923,812.28
Kepler-908 b,Confirmed,,0.109000,,,2016,Announced on a website,Primary Transit,,,Kepler-908,250,1.11,1.12,Отсутствуют оба значения
WASP-118 b,Confirmed,0.514,1.440000,,0.05453,2016,Published in a refereed paper,Primary Transit,,,WASP-118,250,1.32,1.696,Отсутствует значение углового расстояния
WASP-131 b,Confirmed,0.27,1.220000,,0.0607,2016,Published in a refereed paper,Primary Transit,,,WASP-131,250,1.06,1.53,Отсутствует значение углового расстояния
WASP-26 b,Confirmed,1.028,1.281000,0.000159,0.03985,2010,Published in a refereed paper,Primary Transit,,,WASP-26,250,1.12,1.34,817.44
WASP-93 b,Confirmed,1.47,1.597000,,0.04211,2016,Published in a refereed paper,Primary Transit,,,WASP-93,250,1.3,1.06,Отсутствует значение углового расстояния
HD 5891 b,Confirmed,,,0.003028,0.76,2011,Published in a refereed paper,Radial Velocity,,,HD 5891,251,1.91,8.7,818.62
Kepler-705 b,Confirmed,,0.188000,,,2016,Announced on a website,Primary Transit,,,Kepler-705,251,0.53,0.51,Отсутствуют оба значения
Kepler-1652 b,Confirmed,,0.143000,,0.1654,2017,Published in a refereed paper,Primary Transit,"K0I-2626.01, KIC 11768142 b, 2MASS J19372786+4954542 b",,Kepler-1652,252,0.404,0.382,Отсутствует значение углового расстояния
K2-106 b,Confirmed,0.0263,0.136000,,0.0116,2016,Published in a refereed paper,Primary Transit,K2-106 b,,EPIC 220674823,253,0.93,0.83,Отсутствует значение углового расстояния
K2-106 c,Confirmed,0.018,0.220000,,0.105,2016,Published in a refereed paper,Primary Transit,K2-106 c,,EPIC 220674823,253,0.93,0.83,Отсутствует значение углового расстояния
HAT-P-21 b,Confirmed,4.063,1.024000,0.000194,0.0494,2010,Published in a refereed paper,Primary Transit,,,HAT-P-21,254,0.947,1.105,830.52
Kepler-531 b,Confirmed,,0.248000,,,2016,Announced on a website,Primary Transit,,,Kepler-531,254,0.78,0.75,Отсутствуют оба значения
K2-39 b,Confirmed,0.125,0.730000,,0.062,2016,Published in a refereed paper,Primary Transit,,,K2-39,255,1.53,3.88,Отсутствует значение углового расстояния
KELT-19 A b,Confirmed,4.07,1.910000,,,2017,Published in a refereed paper,Primary Transit,,,KELT-19 A,255,1.62,1.83,Отсутствуют оба значения
Kepler-515 b,Confirmed,,0.130000,,,2016,Announced on a website,Primary Transit,,,Kepler-515,255,0.9,0.83,Отсутствуют оба значения
XO-5 b,Confirmed,1.077,1.030000,0.000191,0.0487,2008,Submitted to a professional journal,Primary Transit,,,XO-5,255,0.88,1.06,831.61
WASP-180 A b,Confirmed,0.8,1.290000,,0.048,2019,Published in a refereed paper,Primary Transit,,,WASP-180 A,255.8,1.3,1.19,Отсутствует значение углового расстояния
HAT-P-34 b,Confirmed,3.328,1.107000,0.000263,0.0677,2012,Published in a refereed paper,Primary Transit,,,HAT-P-34,257,1.36,1.45,839.57
HATS-5 b,Confirmed,0.237,0.912000,,0.0542,2014,Published in a refereed paper,Primary Transit,,,HATS-5,257,0.936,0.871,Отсутствует значение углового расстояния
HATS-7 b,Confirmed,0.12,0.563000,,0.04012,2015,Published in a refereed paper,Primary Transit,,,HATS-7,257,0.849,0.815,Отсутствует значение углового расстояния
Kepler-743 b,Confirmed,,0.108000,,,2016,Announced on a website,Primary Transit,,,Kepler-743,258,0.94,0.85,Отсутствуют оба значения
Kepler-622 b,Confirmed,,0.190000,,,2016,Announced on a website,Primary Transit,,,Kepler-622,259,0.64,0.61,Отсутствуют оба значения
Kepler-1349 b,Confirmed,,0.062000,,,2016,Announced on a website,Primary Transit,,,Kepler-1349,260,1.16,1.28,Отсутствуют оба значения
Kepler-806 b,Confirmed,,0.102000,,,2016,Announced on a website,Primary Transit,,,Kepler-806,260,0.99,1.16,Отсутствуют оба значения
WASP-75 b,Confirmed,1.07,1.270000,,0.0375,2013,Published in a refereed paper,Primary Transit,,,WASP-75,260,1.14,,Отсутствует значение углового расстояния
XO-3 b,Confirmed,11.79,1.217000,0.000175,0.0454,2007,Announced on a professional conference,Primary Transit,,,XO-3,260,1.41,1.49,846.14
Kepler-440 b,Confirmed,,0.166000,,0.242,2015,Published in a refereed paper,Primary Transit,,,Kepler-440,261,0.575,0.559,Отсутствует значение углового расстояния
Kepler-1540 b,Confirmed,,0.222000,,,2016,Announced on a website,Primary Transit,,,Kepler-1540,262,0.74,0.69,Отсутствуют оба значения
K2-108 b,Confirmed,0.187,0.471000,,0.0573,2016,Published in a refereed paper,Primary Transit,,,K2-108,262.4,1.121,1.75,Отсутствует значение углового расстояния
KELT-1 b,Confirmed,27.23,1.150000,,0.02472,2012,Published in a refereed paper,Primary Transit,,,KELT-1,263,1.335,1.471,Отсутствует значение углового расстояния
HD 24064 b,Confirmed,,,,1.29,2015,Published in a refereed paper,Radial Velocity,,,HD 24064,264.4,1,38,Отсутствует значение углового расстояния
Kepler-1075 b,Confirmed,,0.127000,,,2016,Announced on a website,Primary Transit,,,Kepler-1075,265,0.56,0.54,Отсутствуют оба значения
TOI-813 b,Confirmed,,0.598600,,0.423,2019,Published in a refereed paper,Primary Transit,,,TOI-813,265.1535,1.32,1.94,Отсутствует значение углового расстояния
HATS-48A b,Confirmed,0.243,0.800000,,0.03769,2020,Published in a refereed paper,Primary Transit,,,HATS-48A,265.4,0.7279,0.7152,Отсутствует значение углового расстояния
Kepler-1339 b,Confirmed,,0.063000,,,2016,Announced on a website,Primary Transit,,,Kepler-1339,267,0.94,0.93,Отсутствуют оба значения
HAT-P-47 b,Confirmed,0.206,1.313000,,0.0615,2016,Published in a refereed paper,Primary Transit,,,HAT-P-47,268,1.387,1.515,Отсутствует значение углового расстояния
Kepler-992 b,Confirmed,,0.145000,,,2016,Announced on a website,Primary Transit,,,Kepler-992,268,0.8,0.74,Отсутствуют оба значения
Kepler-1203 b,Confirmed,,0.095000,,,2016,Announced on a website,Primary Transit,,,Kepler-1203,269,0.64,0.61,Отсутствуют оба значения
Kepler-523 b,Confirmed,,0.175000,,,2016,Announced on a website,Primary Transit,,,Kepler-523,270,0.93,0.86,Отсутствуют оба значения
WASP-121 b,Confirmed,1.184,1.865000,,0.02544,2015,Published in a refereed paper,Primary Transit,,"Fe I, H2O, SH, TiO, VO",WASP-121,270,1.353,1.458,Отсутствует значение углового расстояния
K2-289 b,Confirmed,0.1529,0.812000,,0.107,2016,Published in a refereed paper,Primary Transit,,,K2-289,270.7,0.953,1.025,Отсутствует значение углового расстояния
HD 175370 b,Confirmed,,,,0.98,2016,Published in a refereed paper,Radial Velocity,,,HD 175370,272,1.02,23.5,Отсутствует значение углового расстояния
HD 164428 b,Confirmed,,,,1.6,2018,Published in a refereed paper,Radial Velocity,,,HD 164428,274,1.5,35.4,Отсутствует значение углового расстояния
K2-290 b,Confirmed,0.0664,0.273000,,0.0923,2019,Published in a refereed paper,Primary Transit,EPIC 249624646 b,,K2-290,275,1.194,1.511,Отсутствует значение углового расстояния
K2-290 c,Confirmed,0.774,1.006000,,0.305,2019,Published in a refereed paper,Primary Transit,EPIC 249624646 c,,K2-290,275,1.194,1.511,Отсутствует значение углового расстояния
Qatar-8 b,Confirmed,0.371,1.285000,,0.0474,2019,Published in a refereed paper,Primary Transit,,,Qatar-8,276.7,1.029,1.315,Отсутствует значение углового расстояния
Kepler-1630 b,Confirmed,,0.195000,,,2016,Announced on a website,Primary Transit,,,Kepler-1630,278,0.66,0.63,Отсутствуют оба значения
Kepler-753 b,Confirmed,,0.170000,,,2016,Announced on a website,Primary Transit,,,Kepler-753,278,0.68,0.65,Отсутствуют оба значения
TOI-263 b,Confirmed,,0.830000,,0.01,2019,Published in a refereed paper,Primary Transit,,,TOI-263,279,0.4,0.405,Отсутствует значение углового расстояния
HATS-57 b,Confirmed,3.147,1.130000,,0.03493,2018,Published in a refereed paper,Primary Transit,,,HATS-57,280,1.026,0.96,Отсутствует значение углового расстояния
Kepler-475 b,Confirmed,,0.222000,,,2016,Announced on a website,Primary Transit,,,Kepler-475,280,0.86,0.79,Отсутствуют оба значения
Kepler-1009 b,Confirmed,,0.194000,,,2016,Announced on a website,Primary Transit,,,Kepler-1009,281,0.59,0.57,Отсутствуют оба значения
NGTS-4 b,Confirmed,0.0648,0.283700,,0.019,2018,Published in a refereed paper,Primary Transit,,,NGTS-4,282.6,0.75,0.84,Отсутствует значение углового расстояния
WASP-106 b,Confirmed,1.925,1.085000,,0.0917,2014,Published in a refereed paper,Primary Transit,,,WASP-106,283,1.27,1.85,Отсутствует значение углового расстояния
Kepler-441 b,Confirmed,,0.146000,,0.64,2015,Published in a refereed paper,Primary Transit,,,Kepler-441,284,0.572,0.55,Отсутствует значение углового расстояния
Kepler-517 b,Confirmed,,0.238000,,,2016,Announced on a website,Primary Transit,,,Kepler-517,284,0.95,0.98,Отсутствуют оба значения
EPIC 206061524 b,Confirmed,,0.978000,,0.0563,2016,Published in a refereed paper,Primary Transit,2MASS J22201376-1306526 b,,EPIC 206061524,284.84,,,Отсутствует значение углового расстояния
HATS-21 b,Confirmed,0.332,1.123000,,0.04676,2016,Published in a refereed paper,Primary Transit,,,HATS-21,286,1.08,1.021,Отсутствует значение углового расстояния
WASP-137 b,Confirmed,0.681,1.270000,,0.0519,2018,Published in a refereed paper,Primary Transit,,,WASP-137,289,1.216,1.65,Отсутствует значение углового расстояния
