K00734.02,Candidate,,0.229,70.2777109,0.3335,,89.95,,2017,12/28/2016,,,,,,,0.2986,,434,,,,,Announced on a website,Primary Transit,,,,,2MASS J19244735+4718280,291.1973,47.3078,,15.141,14.135,13.812,13.761,,-0.16,0.999,0.91,,,5955,,,10272442
K00735.01,Candidate,,0.402,22.34220016,0.1362,,85.94,,2017,12/28/2016,,,,,,,0.9484,,526,,,,,Announced on a website,Primary Transit,,,,,2MASS J19464640+4723317,296.69336,47.392151,,15.341,14.137,13.612,13.455,,-0.6,0.674,0.707,,,5237,,,10287242
K00744.01,Candidate,,4.59,19.22138615,0.1417,,88.24,,2017,12/28/2016,,,,,,,1.0736,,698,,,,,Announced on a website,Primary Transit,,,,,2MASS J19431548+4741252,295.81454,47.69035,,15.145,14.2,13.863,13.727,,-0.22,1.025,0.947,,,6117,,,10480982
K00750.02,Candidate,,0.064,5.04414507,0.0468,,88.81,,2017,12/28/2016,,,,,,,0.5092,,699,,,,,Announced on a website,Primary Transit,,,,,2MASS J19215163+4755450,290.46512,47.92918,,15.036,13.81,13.298,13.201,,-1.38,0.536,0.527,,,4722,,,10662202
K00750.03,Candidate,,0.076,14.5168147,0.0946,,89.38,,2017,12/28/2016,,,,,,,0.2711,,492,,,,,Announced on a website,Primary Transit,,,,,2MASS J19215163+4755450,290.46512,47.92918,,15.036,13.81,13.298,13.201,,-1.38,0.536,0.527,,,4722,,,10662202
K00753.01,Candidate,,308.882,19.89913981,0.1419,,80.79,,2017,12/28/2016,,,,,,,37.4296,,639,,,,,Announced on a website,Primary Transit,,,,,2MASS J19480115+4808028,297.00482,48.134129,,15.22,14.254,13.9,13.826,,-0.18,0.961,0.868,,,5853,,,10811496
K00754.01,Candidate,,3.037,1.736952479,0.0266,,67.61,,2017,12/28/2016,,,,,,,1.2717,,1404,,,,,Announced on a website,Primary Transit,,,,,2MASS J19020830+4817067,285.53461,48.28521,,15.382,14.326,13.911,13.809,,-0.52,0.827,0.803,,,5795,,,10848459
K00760.01,Candidate,,1.06,4.959319451,0.0587,,85.94,,2017,12/28/2016,,,,,,,0.8365,,1128,,,,,Announced on a website,Primary Transit,,,,,2MASS J19284009+4843393,292.16705,48.727589,,15.069,14.123,13.815,13.805,,-0.02,1.097,1.025,,,6117,,,11138155
K00771.01,Candidate,,1.286,670.645246,1.5155,,89.38,,2017,12/28/2016,,,,,,,0.6757,,196,,,,,Announced on a website,Primary Transit,,,,,2MASS J19464766+4918593,296.69861,49.316479,,15.068,13.678,13.317,13.254,,0.48,1.03,0.983,,,5520,,,11465813
K00772.01,Candidate,,5.73,61.2563443,0.3137,,87.09,,2017,12/28/2016,,,,,,,1.4583,,505,,,,,Announced on a website,Primary Transit,,,,,2MASS J18545421+4928462,283.72592,49.479519,,15.062,14.203,13.851,13.848,,0,1.093,1.091,,,6144,,,11493732
K00777.01,Candidate,,0.715,40.41958501,0.2062,,88.81,,2017,12/28/2016,,,,,,,0.911,,468,,,,,Announced on a website,Primary Transit,,,,,2MASS J19371604+5004488,294.31686,50.080231,,15.224,14.029,13.631,13.491,,-0.54,0.714,0.781,,,5446,,,11818800
K00780.02,Candidate,,0.475,7.2406514,0.0674,,88.24,,2017,12/28/2016,,,,,,,1.0147,,723,,,,,Announced on a website,Primary Transit,,,,,2MASS J19351999+5013492,293.83331,50.23035,,15.001,13.81,13.3,13.195,,-0.1,0.778,0.727,,,4989,,,11918099
K00797.01,Candidate,,0.73,10.18158156,0.0883,,85.94,,2017,12/28/2016,,,,,,,0.91,,819,,,,,Announced on a website,Primary Transit,,,,,2MASS J19250766+3814300,291.28195,38.241669,,15.441,14.408,14.036,13.939,,-0.52,0.884,0.847,,,5995,,,3115833
K00799.01,Candidate,,39.907,1.626629735,0.026,,35.52,,2017,12/28/2016,,,,,,,5.1756,,1548,,,,,Announced on a website,Primary Transit,,,,,2MASS J19372836+3818370,294.36819,38.31028,,15.031,13.918,13.59,13.507,,-0.18,0.889,0.973,,,5735,,,3246984
K00802.01,Candidate,,1.07,19.62034739,0.1347,,89.95,,2017,12/28/2016,,,,,,,0.3365,,605,,,,,Announced on a website,Primary Transit,,,,,2MASS J19351588+3833488,293.81619,38.563568,,15.344,14.364,13.996,13.894,,-0.46,0.845,0.77,,,5733,,,3453214
K00804.01,Candidate,,0.243,9.0293089,0.0796,,89.95,,2017,12/28/2016,,,,,,,0.0207,,757,,,,,Announced on a website,Primary Transit,,,,,2MASS J19212007+3843416,290.33362,38.72823,,15.108,13.931,13.479,13.429,,-0.12,0.824,0.82,,,5349,,,3641726
K00810.01,Candidate,,0.246,4.78300451,0.0535,,87.09,,2017,12/28/2016,,,,,,,0.5955,,886,,,,,Announced on a website,Primary Transit,,,,,2MASS J19082256+3903386,287.09399,39.060719,,14.808,13.643,13.232,13.203,,0.18,0.891,0.807,,,5170,,,3940418
K00815.01,Candidate,,0.668,34.84399566,0.1971,,88.81,,2017,12/28/2016,,,,,,,0.9177,,511,,,,,Announced on a website,Primary Transit,,,,,2MASS J19034080+3937293,285.92001,39.624828,,15.417,14.363,13.96,13.875,,-0.16,0.84,0.871,,,5509,,,4544670
K00820.01,Candidate,,0.425,4.640933983,0.0503,,89.95,,2017,12/28/2016,,,,,,,0.091,,1155,,,,,Announced on a website,Primary Transit,,,,,2MASS J19402728+4004162,295.11371,40.071171,,15.102,14.224,13.954,13.785,,-1.66,0.786,0.826,,,6463,,,4936180
K00823.01,Candidate,,6.492,1.028436523,0.0197,,57.3,,2017,12/28/2016,,,,,,,1.5734,,1947,,,,,Announced on a website,Primary Transit,,,,,2MASS J19440167+4017435,296.00699,40.295429,,15.005,14.019,13.702,13.598,,-0.44,0.959,0.99,,,6228,,,5115978
K00833.01,Candidate,,2.829,3.951403812,0.0482,,76.78,,2017,12/28/2016,,,,,,,1.2752,,1132,,,,,Announced on a website,Primary Transit,,,,,2MASS J19420105+4030197,295.50439,40.505489,,15.242,14.208,13.806,13.776,,-0.38,0.953,0.869,,,6046,,,5376067
K00838.01,Candidate,,2.94,4.859386668,0.057,,81.93,,2017,12/28/2016,,,,,,,1.202,,1110,,,,,Announced on a website,Primary Transit,,,,,2MASS J19285144+4045351,292.21436,40.759762,,15.097,14.173,13.785,13.634,,-0.1,1.038,0.983,,,6061,,,5534814
K00841.03,Candidate,,0.252,6.54626058,0.0681,,84.8,,2017,12/28/2016,,,,,,,0.8525,,836,,,,,Announced on a website,Primary Transit,,,,,2MASS J19285682+4105091,292.23676,41.08588,,15.571,14.484,14.026,14.118,,0.36,0.981,0.863,,,5325,,,5792202
K00841.04,Candidate,,0.292,269.294246,0.8116,,89.95,,2017,12/28/2016,,,,,,,0.4067,,242,,,,,Announced on a website,Primary Transit,,,,,2MASS J19285682+4105091,292.23676,41.08588,,15.571,14.484,14.026,14.118,,0.36,0.981,0.863,,,5325,,,5792202
K00856.01,Candidate,,1.3,39.7489401,0.2311,,88.24,,2017,12/28/2016,,,,,,,0.8782,,552,,,,,Announced on a website,Primary Transit,,,,,2MASS J19324303+4158092,293.17929,41.969238,,15.147,14.131,13.824,13.767,,-0.18,1.041,0.964,,,6122,,,6526710
K00858.01,Candidate,,1.28,13.61014828,0.1061,,87.09,,2017,12/28/2016,,,,,,,1.0172,,733,,,,,Announced on a website,Primary Transit,,,,,2MASS J19193546+4200329,289.89777,42.009151,,14.825,13.702,13.307,13.245,,-0.26,0.857,0.903,,,5697,,,6599919
K00865.01,Candidate,,0.676,119.0206251,0.4688,,89.95,,2017,12/28/2016,,,,,,,0.1968,,348,,,,,Announced on a website,Primary Transit,,,,,2MASS J19262010+4222053,291.58377,42.36816,,14.864,13.858,13.476,13.398,,-0.12,0.966,0.871,,,5796,,,6862328
K00868.01,Candidate,,0.792,235.9980206,0.6128,,89.95,,2017,12/28/2016,,,,,,,0.8123,,157,,,,,Announced on a website,Primary Transit,,,,,2MASS J19320191+4218259,293.00797,42.307201,,14.67,13.251,12.678,12.515,,0.02,0.55,0.53,,,3822,,,6867155
K00871.01,Candidate,,2.014,12.94066911,0.1032,,88.81,,2017,12/28/2016,,,,,,,0.877,,715,,,,,Announced on a website,Primary Transit,,,,,2MASS J19242872+4230254,291.11969,42.507069,,15.018,14.079,13.715,13.633,,-0.44,0.875,0.797,,,5834,,,7031517
K00875.01,Candidate,,0.246,4.220967148,0.0419,,84.8,,2017,12/28/2016,,,,,,,0.7126,,600,,,,,Announced on a website,Primary Transit,,,,,2MASS J19464654+4237339,296.69394,42.62611,,15.225,13.855,13.277,13.102,,-0.05,0.55,0.52,,,3861,,,7135852
K00882.01,Candidate,,1.321,1.956810785,0.0259,,80.21,,2017,12/28/2016,,,,,,,0.9383,,1109,,,,,Announced on a website,Primary Transit,,,,,2MASS J19432048+4256350,295.83536,42.943062,,15.25,14.118,13.646,13.534,,-1.24,0.602,0.603,,,5209,,,7377033
K00883.01,Candidate,,1.105,2.688899317,0.0335,,89.95,,2017,12/28/2016,,,,,,,0.0104,,929,,,,,Announced on a website,Primary Transit,,,,,2MASS J19464393+4258043,296.68307,42.967869,,15.414,14.178,13.631,13.522,,-0.38,0.702,0.643,,,4809,,,7380537
K00892.02,Candidate,,0.122,3.96994893,0.0461,,89.95,,2017,12/28/2016,,,,,,,0.115,,921,,,,,Announced on a website,Primary Transit,,,,,2MASS J19213437+4321500,290.39322,43.363899,,14.894,13.67,13.249,13.135,,-0.12,0.834,0.751,,,5174,,,7678434
K00896.03,Candidate,,0.132,28.867136,0.1803,,89.95,,2017,12/28/2016,,,,,,,0.2521,,488,,,,,Announced on a website,Primary Transit,,,,,2MASS J19321473+4334528,293.0614,43.58136,,14.974,13.911,13.442,13.357,,0.48,0.936,0.837,,,5130,,,7825899
K00900.01,Candidate,,0.424,13.81020094,0.1131,,88.24,,2017,12/28/2016,,,,,,,0.7755,,833,,,,,Announced on a website,Primary Transit,,,,,2MASS J18475055+4342112,281.96063,43.70311,,15.209,14.197,14.023,13.849,,-0.04,1.009,1.142,,,5942,,,7938496
K00901.01,Candidate,,0.449,12.73262389,0.088,,88.81,,2017,12/28/2016,,,,,,,0.7927,,431,,,,,Announced on a website,Primary Transit,,,,,2MASS J19004019+4352348,285.16748,43.876339,,15.269,13.909,13.326,13.182,,-0.14,0.56,0.54,,,3945,,,8013419
K00902.01,Candidate,,0.451,83.9250821,0.3037,,89.38,,2017,12/28/2016,,,,,,,0.6498,,226,,,,,Announced on a website,Primary Transit,,,,,2MASS J19112457+4353527,287.85239,43.897991,,15.311,14,13.359,13.215,,-0.37,0.53,0.51,,,3960,,,8018547
K00914.01,Candidate,,0.171,3.886651442,0.045,,85.37,,2017,12/28/2016,,,,,,,0.6413,,1009,,,,,Announced on a website,Primary Transit,,,,,2MASS J19145439+4436270,288.72665,44.60751,,15.153,14.153,13.764,13.648,,-0.56,0.801,0.737,,,5654,,,8552202
K00924.01,Candidate,,0.396,39.4760026,0.2338,,88.81,,2017,12/28/2016,,,,,,,0.9522,,577,,,,,Announced on a website,Primary Transit,,,,,2MASS J19244993+4514398,291.20804,45.244389,,15.045,14.062,13.769,13.713,,-0.12,1.091,1.031,,,6225,,,8951215
K00927.01,Candidate,,3.839,23.89963505,0.162,,88.24,,2017,12/28/2016,,,,,,,1.2248,,652,,,,,Announced on a website,Primary Transit,,,,,2MASS J19385224+4529087,294.71768,45.48576,,15.263,14.301,13.951,13.89,,-0.38,0.991,0.924,,,6192,,,9097120
K00928.01,Candidate,,0.298,2.494169646,0.035,,77.35,,2017,12/28/2016,,,,,,,0.9641,,1200,,,,,Announced on a website,Primary Transit,,,,,2MASS J18590226+4535568,284.75943,45.599129,,15.019,13.945,13.542,13.589,,-0.08,0.917,0.834,,,5575,,,9140402
K00935.04,Candidate,,0.156,9.61730282,0.0937,,89.95,,2017,12/28/2016,,,,,,,0.0832,,1011,,,,,Announced on a website,Primary Transit,,,,,2MASS J19360552+4551110,294.02301,45.853081,,15.086,14.233,13.984,13.871,,-0.12,1.185,1.163,,,6505,,,9347899
K00944.01,Candidate,,0.407,3.108250854,0.039,,80.21,,2017,12/28/2016,,,,,,,0.8916,,1096,,,,,Announced on a website,Primary Transit,,,,,2MASS J19391193+4612272,294.79974,46.207569,,15.072,13.963,13.571,13.361,,-0.08,0.819,0.847,,,5330,,,9595686
K00945.01,Candidate,,0.229,25.8474596,0.1761,,88.81,,2017,12/28/2016,,,,,,,0.5017,,672,,,,,Announced on a website,Primary Transit,,,,,2MASS J19514837+4615529,297.9516,46.264721,,14.908,13.96,13.682,13.629,,-0.2,1.084,1.031,,,6297,,,9605514
K00945.02,Candidate,,0.265,40.7155403,0.2383,,89.95,,2017,12/28/2016,,,,,,,0.2474,,578,,,,,Announced on a website,Primary Transit,,,,,2MASS J19514837+4615529,297.9516,46.264721,,14.908,13.96,13.682,13.629,,-0.2,1.084,1.031,,,6297,,,9605514
K00945.03,Candidate,,0.206,66.788837,0.3315,,89.95,,2017,12/28/2016,,,,,,,0.4854,,490,,,,,Announced on a website,Primary Transit,,,,,2MASS J19514837+4615529,297.9516,46.264721,,14.908,13.96,13.682,13.629,,-0.2,1.084,1.031,,,6297,,,9605514
K00950.01,Candidate,,0.797,31.20168769,0.1501,,89.95,,2017,12/28/2016,,,,,,,0.0131,,286,,,,,Announced on a website,Primary Transit,,,,,2MASS J19303768+4632144,292.65704,46.537338,,15.176,13.584,12.953,12.753,,-0.3,0.462,0.45,,,3750,,,9772531
K00958.01,Candidate,,0.221,21.76129394,0.1369,,89.95,,2017,12/28/2016,,,,,,,0.1696,,498,,,,,Announced on a website,Primary Transit,,,,,2MASS J19250107+3644370,291.25449,36.74361,,12.241,10.982,10.475,10.41,,-0.18,0.723,0.72,,,4919,,,1026957
K00959.01,Candidate,,0.206,12.71379423,0.0485,,89.38,,2017,12/28/2016,,,,,,,0.4454,,182,,,,,Announced on a website,Primary Transit,,,,,2MASS J19101435+4657261,287.55972,46.957085,,12.706,9.57,8.972,8.695,,0,0.094,0.116,,,2661,,,10002261
K00969.01,Candidate,,1.167,17.51201619,0.132,,88.24,,2017,12/28/2016,,,,,,,0.9858,,804,,,,,Announced on a website,Primary Transit,,,,,2MASS J19102791+3907380,287.61633,39.127239,,,11.332,11.071,11.035,,-0.26,0.998,1.132,,,6224,,,4044005
K00972.01,Candidate,,0.739,13.11896676,0.1376,,89.95,,2017,12/28/2016,,,,,,,0.1009,,1768,,,,,Announced on a website,Primary Transit,,,,,2MASS J18480007+4832319,282.00031,48.542221,,9.392,8.816,8.765,8.736,,-0.18,2.018,4.24,,,7221,,,11013201
K00974.01,Candidate,,0.222,53.5058383,0.2997,,89.95,,2017,12/28/2016,,,,,,,0.0096,,685,,,,,Announced on a website,Primary Transit,,,,,2MASS J19431264+4559170,295.80267,45.988079,,9.462,8.661,8.457,8.407,,-0.13,1.27,1.851,,,6253,,,9414417
K00976.01,Candidate,,8.087,52.56899169,0.3212,,88.24,,2017,12/28/2016,,,,,,,1.2886,,722,,,,,Announced on a website,Primary Transit,,,,,2MASS J19234665+3832199,290.94437,38.538868,,,9.225,9.124,9.101,,0.21,1.594,1.658,,,7201,,,3441784
K00977.01,Candidate,,34.612,1.353770439,0.0234,,25.78,,2017,12/28/2016,,,,,,,1.1768,,4903,,,,,Announced on a website,Primary Transit,,,,,2MASS J19305271+4851071,292.71964,48.852016,,,8.302,7.63,7.465,,0,0.931,15.76,,,4283,,,11192141
K00978.01,Candidate,,,18.95473176,,,,,2017,12/28/2016,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,2MASS J18560643+4924555,284.02679,49.415428,,10.869,10.083,9.85,9.815,,,,,,,,,,11494130
K00980.01,Candidate,,4.71,47.93095212,0.3108,,88.81,,2017,12/28/2016,,,,,,,1.1963,,905,,,,,Announced on a website,Primary Transit,,,,,2MASS J19422369+5043144,295.59872,50.720669,,10.501,9.951,9.913,9.887,,-0.18,1.737,1.938,,,8214,,,12167361
K00984.01,Candidate,,0.248,4.287455473,0.0516,,89.95,,2017,12/28/2016,,,,,,,0.1239,,998,,,,,Announced on a website,Primary Transit,,,,,2MASS J19241171+3650235,291.0488,36.839882,,11.353,10.457,10.096,10.016,,0.21,0.992,0.871,,,5505,,,1161345
K00989.03,Candidate,,7.684,16.15811112,0.1233,,77.35,,2017,12/28/2016,,,,,,,1.8572,,660,,,,,Announced on a website,Primary Transit,,,,,2MASS J19453174+4802431,296.38229,48.045311,,15.233,14.11,13.804,13.859,,0.02,0.956,0.874,,,5619,,,10743597
K00992.02,Candidate,,0.099,4.57833333,0.0542,,89.95,,2017,12/28/2016,,,,,,,0.0275,,1067,,,,,Announced on a website,Primary Transit,,,,,2MASS J19255986+3703334,291.49942,37.05928,,14.988,13.998,13.664,13.621,,-0.06,1.01,0.917,,,5880,,,1432789
K00993.03,Candidate,,0.129,86.723152,0.3799,,89.95,,2017,12/28/2016,,,,,,,0.059,,391,,,,,Announced on a website,Primary Transit,,,,,2MASS J19225488+3715095,290.72867,37.252651,,14.043,13.118,12.759,12.732,,-0.14,0.97,0.876,,,5830,,,1718189
K00994.01,Candidate,,0.127,4.29895465,0.0503,,89.95,,2017,12/28/2016,,,,,,,0.0837,,1040,,,,,Announced on a website,Primary Transit,,,,,2MASS J19243419+3703407,291.14249,37.061321,,14.352,13.284,12.909,12.835,,0.06,0.915,0.919,,,5518,,,1431122
K01015.03,Candidate,,0.17,16.9974474,0.1372,,89.95,,2017,12/28/2016,,,,,,,0.0494,,836,,,,,Announced on a website,Primary Transit,,,,,2MASS J19162324+4400157,289.09689,44.004379,,14.349,13.463,13.212,13.103,,-0.1,1.19,1.168,,,6495,,,8158127
K01020.01,Candidate,,2.956,54.35637078,0.283,,88.24,,2017,12/28/2016,,,,,,,1.0574,,598,,,,,Announced on a website,Primary Transit,,,,,2MASS J19314340+3736239,292.93085,37.60664,,12.712,11.784,11.529,11.446,,-0.18,1.023,1.418,,,6058,,,2309719
K01029.01,Candidate,,0.257,32.3123975,0.2015,,88.24,,2017,12/28/2016,,,,,,,0.8288,,582,,,,,Announced on a website,Primary Transit,,,,,2MASS J19290983+3734508,292.29099,37.580799,,14.544,13.584,13.25,13.205,,-0.06,1.042,0.973,,,6000,,,2164169
K01030.01,Candidate,,0.206,9.22958009,0.0886,,89.95,,2017,12/28/2016,,,,,,,0.0469,,959,,,,,Announced on a website,Primary Transit,,,,,2MASS J19243324+3751334,291.13849,37.859299,,15.233,14.346,14.088,13.981,,-0.26,1.083,1.035,,,6363,,,2574338
K01032.01,Candidate,,1.637,1500.140677,2.634,,89.95,,2017,12/28/2016,,,,,,,0.9131,,206,,,,,Announced on a website,Primary Transit,,,,,2MASS J19275461+3731571,291.97754,37.532551,,13.497,12.204,11.681,11.582,,0.07,1.083,2.283,,,5009,,,2162635
K01043.01,Candidate,,1.865,0.591914636,0.0123,,49.85,,2017,12/28/2016,,,,,,,1.25,,1647,,,,,Announced on a website,Primary Transit,,,,,2MASS J19524808+4100421,298.20035,41.011688,,15.339,14.123,13.631,13.508,,-0.52,0.712,0.654,,,5120,,,5816165
K01051.01,Candidate,,0.189,6.79684436,0.0714,,87.09,,2017,12/28/2016,,,,,,,0.6562,,985,,,,,Announced on a website,Primary Transit,,,,,2MASS J19363917+4127064,294.16321,41.451801,,15.185,14.221,13.934,13.884,,-0.1,1.05,0.97,,,6061,,,6131236
K01053.02,Candidate,,0.154,46.245179,0.2437,,89.95,,2017,12/28/2016,,,,,,,0.1655,,453,,,,,Announced on a website,Primary Transit,,,,,2MASS J19222590+4112039,290.60794,41.201092,,15.121,14.128,13.656,13.535,,-0.12,0.902,0.827,,,5573,,,5956656
K01058.01,Candidate,,0.06,5.67015514,0.0341,,87.09,,2017,12/28/2016,,,,,,,0.9601,,342,,,,,Announced on a website,Primary Transit,,,,,2MASS J19290271+4126338,292.26181,41.442554,,13.308,11.494,10.924,10.675,,-0.46,0.164,0.184,,,3337,,,6124941
K01064.01,Candidate,,1.605,1.187352514,0.0236,,89.95,,2017,12/28/2016,,,,,,,0.0036,,2236,,,,,Announced on a website,Primary Transit,,,,,2MASS J19001520+4410043,285.06335,44.167885,,13.488,12.35,12.142,12.087,,-0.06,1.236,1.47,,,6422,,,8218274
K01066.01,Candidate,,0.877,5.714817623,0.0597,,89.95,,2017,12/28/2016,,,,,,,0.0022,,943,,,,,Announced on a website,Primary Transit,,,,,2MASS J19590871+4410103,299.78632,44.16954,,15.36,14.295,13.888,13.856,,-0.28,0.869,0.842,,,5695,,,8260218
K01067.01,Candidate,,9.0695,185.0228788,0.6476,,89.38,,2017,12/28/2016,,,,,,,1.6423,,344,,,,,Announced on a website,Primary Transit,,,,,2MASS J19451426+4409566,296.30942,44.165741,,14.493,13.584,13.268,13.23,,-0.14,1.051,1.029,,,6195,,,8246781
K01070.03,Candidate,,0.171,92.77779,0.4083,,89.95,,2017,12/28/2016,,,,,,,0.0174,,410,,,,,Announced on a website,Primary Transit,,,,,2MASS J19375625+4410008,294.48438,44.166908,,15.348,14.3,13.907,13.811,,0.1,1.053,1.019,,,5888,,,8240904
K01075.01,Candidate,,1.672,1.3437673,0.0256,,75.06,,2017,12/28/2016,,,,,,,0.8826,,2651,,,,,Announced on a website,Primary Transit,,,,,2MASS J19584817+4717301,299.70078,47.291752,,12.941,11.831,11.614,11.528,,-0.4,1.23,2.312,,,6324,,,10232123
K01081.01,Candidate,,1.928,9.95637031,0.0947,,72.77,,2017,12/28/2016,,,,,,,1.1621,,901,,,,,Announced on a website,Primary Transit,,,,,2MASS J19390445+4707580,294.76855,47.13279,,15.035,14.08,13.802,13.725,,0.07,1.142,1.048,,,6140,,,10149023
K01082.01,Candidate,,0.141,6.50323791,0.0654,,89.95,,2017,12/28/2016,,,,,,,0.0115,,808,,,,,Announced on a website,Primary Transit,,,,,2MASS J19283467+4709264,292.14447,47.157349,,15.392,14.24,13.758,13.752,,0.04,0.879,0.793,,,5258,,,10141900
K01082.02,Candidate,,0.124,4.09666758,0.048,,89.95,,2017,12/28/2016,,,,,,,0.0249,,943,,,,,Announced on a website,Primary Transit,,,,,2MASS J19283467+4709264,292.14447,47.157349,,15.392,14.24,13.758,13.752,,0.04,0.879,0.793,,,5258,,,10141900
K01082.04,Candidate,,0.137,9.6550435,0.0851,,87.66,,2017,12/28/2016,,,,,,,0.7391,,708,,,,,Announced on a website,Primary Transit,,,,,2MASS J19283467+4709264,292.14447,47.157349,,15.392,14.24,13.758,13.752,,0.04,0.879,0.793,,,5258,,,10141900
K01085.01,Candidate,,0.082,7.71792296,0.0623,,89.95,,2017,12/28/2016,,,,,,,0.0912,,502,,,,,Announced on a website,Primary Transit,,,,,2MASS J18441202+4711173,281.05011,47.188148,,14.651,13.035,12.384,12.247,,-0.25,0.54,0.52,,,3939,,,10118816
K01089.02,Candidate,,0.424,12.218278,0.1054,,88.81,,2017,12/28/2016,,,,,,,0.5226,,857,,,,,Announced on a website,Primary Transit,,,,,2MASS J19374404+3821196,294.4335,38.35545,,14.501,13.493,13.243,13.103,,-0.14,1.039,1.043,,,6177,,,3247268
K01095.01,Candidate,,0.611,51.59804248,0.2669,,89.95,,2017,12/28/2016,,,,,,,0.1645,,450,,,,,Announced on a website,Primary Transit,,,,,2MASS J19102805+3824083,287.61688,38.402321,,15.374,14.338,13.865,13.914,,-0.08,0.95,0.856,,,5693,,,3329204
K01096.01,Candidate,,0.87,1500,2.4144,,89.95,,2017,12/28/2016,,,,,,,0.9243,,139,,,,,Announced on a website,Primary Transit,,,,,2MASS J19204393+3819190,290.18304,38.321941,,14.481,13.425,13.041,12.971,,-0.4,0.832,0.76,,,5606,,,3230491
K01101.02,Candidate,,0.17,11.39110963,0.0926,,88.81,,2017,12/28/2016,,,,,,,0.569,,632,,,,,Announced on a website,Primary Transit,,,,,2MASS J19362775+3823365,294.11566,38.393478,,15.342,14.121,13.627,13.514,,0.06,0.814,0.76,,,4999,,,3245969
K01103.01,Candidate,,0.682,90.1244628,0.4239,,89.38,,2017,12/28/2016,,,,,,,0.6651,,478,,,,,Announced on a website,Primary Transit,,,,,2MASS J19325373+3802009,293.22391,38.033581,,14.774,13.968,13.698,13.593,,0.07,1.248,1.2,,,6444,,,2860866
K01106.03,Candidate,,0.122,13.2302557,0.1122,,84.22,,2017,12/28/2016,,,,,,,0.8883,,823,,,,,Announced on a website,Primary Transit,,,,,2MASS J19305114+3821295,292.7131,38.358212,,14.636,13.684,13.394,13.392,,-0.18,1.07,1.009,,,6225,,,3240158
K01110.02,Candidate,,0.075,3.71841761,0.0477,,89.95,,2017,12/28/2016,,,,,,,0.0301,,1184,,,,,Announced on a website,Primary Transit,,,,,2MASS J19094658+3805183,287.44409,38.088428,,14.588,13.585,13.244,13.202,,-0.04,1.047,0.96,,,5982,,,2837111
K01112.01,Candidate,,0.218,37.8101174,0.2188,,89.95,,2017,12/28/2016,,,,,,,0.0299,,566,,,,,Announced on a website,Primary Transit,,,,,2MASS J19190640+3815441,289.7767,38.26228,,14.438,13.472,13.18,13.073,,-0.28,0.976,0.973,,,6085,,,3109930
K01118.01,Candidate,,0.142,7.37292311,0.0737,,89.38,,2017,12/28/2016,,,,,,,0.4726,,1004,,,,,Announced on a website,Primary Transit,,,,,2MASS J19263623+3801414,291.65097,38.028179,,13.672,12.761,12.484,12.43,,-0.14,0.982,1.07,,,5973,,,2853446
K01119.02,Candidate,,0.059,13.55480416,0.1062,,89.95,,2017,12/28/2016,,,,,,,0.1667,,680,,,,,Announced on a website,Primary Transit,,,,,2MASS J19375761+3811388,294.49011,38.194126,,,9.503,9.105,9.003,,0.04,0.869,0.874,,,5370,,,3003992
K01123.01,Candidate,,2.724,0.848483797,0.0177,,53.29,,2017,12/28/2016,,,,,,,1.245,,1906,,,,,Announced on a website,Primary Transit,,,,,2MASS J19285682+4144214,292.23679,41.7393,,15.104,14.015,13.698,13.629,,-0.08,1.019,0.936,,,5941,,,6365321
K01126.02,Candidate,,0.16,475.95433,1.0367,,89.95,,2017,12/28/2016,,,,,,,0.3776,,173,,,,,Announced on a website,Primary Transit,,,,,2MASS J19510074+4140335,297.75311,41.675991,,14.986,13.868,13.452,13.346,,-1.02,0.656,0.591,,,5209,,,6307521
K01127.03,Candidate,,0.11,2.83669898,0.0395,,87.66,,2017,12/28/2016,,,,,,,0.2728,,1242,,,,,Announced on a website,Primary Transit,,,,,2MASS J19205164+4146334,290.21518,41.77597,,15.587,14.438,14.14,13.961,,0,1.016,0.921,,,5831,,,6359320
K01137.01,Candidate,,3.122,302.3886858,0.7792,,89.95,,2017,12/28/2016,,,,,,,1.1323,,228,,,,,Announced on a website,Primary Transit,,,,,2MASS J20065021+4416544,301.70923,44.281792,,13.774,12.727,12.268,12.218,,-0.58,0.689,0.733,,,5324,,,8332986
K01145.01,Candidate,,0.203,30.58725115,0.1936,,89.38,,2017,12/28/2016,,,,,,,0.2501,,594,,,,,Announced on a website,Primary Transit,,,,,2MASS J19461166+4415528,296.54861,44.264671,,13.956,13.028,12.723,12.685,,-0.16,1.033,0.952,,,6075,,,8313667
K01151.04,Candidate,,0.072,17.4532952,0.1233,,89.95,,2017,12/28/2016,,,,,,,0.0267,,656,,,,,Announced on a website,Primary Transit,,,,,2MASS J18520071+4417032,283.00296,44.284229,,13.198,12.198,11.819,11.745,,-0.2,0.82,0.895,,,5516,,,8280511
K01151.05,Candidate,,0.079,21.7202824,0.1427,,89.38,,2017,12/28/2016,,,,,,,0.4476,,609,,,,,Announced on a website,Primary Transit,,,,,2MASS J18520071+4417032,283.00296,44.284229,,13.198,12.198,11.819,11.745,,-0.2,0.82,0.895,,,5516,,,8280511
